name,popular_tags,game_details,genre,ID
Xenonauts,"Turn-Based Strategy,Strategy,Sci-fi,Turn-Based,Turn-Based Tactics,Aliens,Singleplayer,Indie,Tactical,Isometric,Base Building,Simulation,Cold War,Kickstarter,Remake,2D,RPG,Masterpiece,Atmospheric,Management","Single-player,Steam Trading Cards","Indie,Simulation,Strategy",xenonauts
Craft The World,"Sandbox,Crafting,Building,Survival,Strategy,Indie,2D,Multiplayer,Simulation,Singleplayer,Open World,City Builder,RPG,Resource Management,Fantasy,Adventure,God Game,Tower Defense,Casual,Side Scroller","Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Indie,RPG,Simulation,Strategy",crafttheworld
STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,"Star Wars,Action,Third Person,Singleplayer,Sci-fi,Hack and Slash,Adventure,Story Rich,Controller,Great Soundtrack,Quick-Time Events,Beat 'em up,Platformer,RPG,Masterpiece","Single-player,Partial Controller Support,Steam Cloud",Action,starwarstheforceunleashedultimatesithedition
The Secret of Monkey Island: Special Edition,"Point & Click,Adventure,Comedy,Classic,Pirates,Remake,Masterpiece,Funny,Singleplayer,Puzzle,Pixel Graphics,1990's,2D,Great Soundtrack,Story Rich,Retro,Cult Classic,Third Person,Atmospheric,Indie","Single-player,Full controller support,Steam Cloud",Adventure,thesecretofmonkeyislandspecialedition
TowerFall Ascension,"Local Multiplayer,Indie,Local Co-Op,Action,Pixel Graphics,Platformer,4 Player Local,Multiplayer,2D,Co-op,Controller,Arcade,Fighting,Adventure,Retro,Great Soundtrack,Difficult,Online Co-Op","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats","Action,Indie",towerfallascension
Sniper: Ghost Warrior 2,"Sniper,Action,FPS,Shooter,Stealth,Multiplayer,Singleplayer,First-Person,Military,Tactical,Adventure,Co-op,Strategy,Open World,Online Co-Op,Simulation,Bullet Time,Controller,Atmospheric,Difficult","Single-player,Multi-player,Steam Achievements,Full controller support,Steam Leaderboards",Action,sniperghostwarrior2
Spec Ops: The Line,"Story Rich,Third-Person Shooter,Action,Atmospheric,Psychological,Singleplayer,Third Person,War,Shooter,Dark,Adventure,Multiplayer,Emotional,Political,Military,Mature,Great Soundtrack,Masterpiece,Based On A Novel,Post-apocalyptic","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards","Action,Adventure",specopstheline
"Please, Don’t Touch Anything","Puzzle,Indie,Pixel Graphics,Singleplayer,Point & Click,Illuminati,Multiple Endings,Great Soundtrack,Casual,Difficult,2D,Hidden Object,Short,Horror,Funny,Psychological Horror","Single-player,Steam Achievements,Steam Trading Cards,Commentary available","Casual,Indie",pleasedonttouchanything
Defense Grid: The Awakening,"Tower Defense,Strategy,Sci-fi,Singleplayer,Indie,Aliens,Futuristic,Addictive,Masterpiece,Touch-Friendly,Replay Value,Adventure,Controller,Action","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Indie,Strategy",defensegridtheawakening
Half-Life: Source,"FPS,Action,Classic,Sci-fi,Singleplayer,Shooter,First-Person,Aliens,Story Rich,Zombies,1990's,Adventure,Remake,Atmospheric,Masterpiece,Multiplayer,Silent Protagonist,Horror,Moddable,Great Soundtrack",Single-player,Action,halflifesource
Assassin’s Creed® Rogue,"Open World,Assassin,Action,Parkour,Third Person,Adventure,Stealth,Historical,Singleplayer,Cinematic,Atmospheric,Illuminati,Pirates,Story Rich,Action-Adventure,Sandbox,Quick-Time Events,Puzzle,Simulation,Masterpiece","Single-player,Partial Controller Support","Action,Adventure",assassinscreedrogue
Worms Ultimate Mayhem,"Strategy,Multiplayer,Funny,Turn-Based,Comedy,Turn-Based Strategy,Action,Third Person,Destruction,Local Co-Op,Singleplayer,3D Vision,Masterpiece,Local Multiplayer,3D,Classic,FPS","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards",Strategy,wormsultimatemayhem
Mass Effect,"RPG,Sci-fi,Story Rich,Action,Third-Person Shooter,Space,Singleplayer,Great Soundtrack,Third Person,Choices Matter,Shooter,Female Protagonist,Character Customization,Adventure,Masterpiece,Open World,Atmospheric,Romance,Real-Time with Pause,Action RPG",Single-player,"Action,RPG",masseffect
Painkiller Hell & Damnation,"Action,FPS,Gore,Co-op,Horror,Singleplayer,Shooter,Multiplayer,Masterpiece,Fast-Paced,First-Person,Remake,Classic,Great Soundtrack,Demons,Local Co-Op,Atmospheric,Zombies,Split Screen,Old School","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Steam Leaderboards,Includes level editor",Action,painkillerhelldamnation
Secrets of Grindea,"Early Access,RPG,Adventure,Pixel Graphics,Action RPG,Multiplayer,Online Co-Op,Action,2D,Indie,Co-op,Early Access,Open World,JRPG,Character Customization,Puzzle,Rogue-like,Great Soundtrack,Top-Down,Singleplayer","Single-player,Online Multi-Player,Co-op,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie,RPG,Early Access",secretsofgrindea
Fallen Enchantress: Legendary Heroes,"Strategy,Fantasy,Turn-Based Strategy,4X,Turn-Based,Singleplayer,RPG,Magic,Moddable,Sandbox,Turn-Based Tactics,Dragons,Grand Strategy,Grid-Based Movement,Replay Value,Indie,Tactical,Exploration,Loot,Multiplayer","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,RPG,Strategy",fallenenchantresslegendaryheroes
Quake Live™,"FPS,Arena Shooter,Multiplayer,Classic,Fast-Paced,Action,Shooter,e-sports,Competitive,First-Person,Difficult,Masterpiece,Cult Classic,Old School,Funny,Parkour,Survival,Addictive,Atmospheric,Strategy","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Stats",Action,quakelive
Assassin's Creed® Revelations,"Action,Open World,Parkour,Adventure,Stealth,Assassin,Third Person,Multiplayer,Historical,Singleplayer,Story Rich,Atmospheric,Great Soundtrack,Action-Adventure,Medieval,Conspiracy,RPG,Masterpiece,Sandbox,Controller","Single-player,Multi-player","Action,Adventure",assassinscreedrevelations
World of Guns: Gun Disassembly,"Free to Play,Simulation,Gun Customization,Shooter,Education,Singleplayer,Puzzle,FPS,Military,Action,Realistic,Indie,Multiplayer,Historical,First-Person,Casual,Sandbox,America,Masterpiece,Funny","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases","Free to Play,Indie,Simulation",worldofgunsgundisassembly
Nidhogg,"Local Multiplayer,Indie,Fighting,Swordplay,Action,Multiplayer,2D Fighter,Pixel Graphics,PvP,2D,Fast-Paced,Sports,Funny,Competitive,Controller,Local Co-Op,Platformer,Great Soundtrack,GameMaker,Co-op","Single-player,Multi-player,Steam Achievements,Full controller support,Stats,Steam Leaderboards","Action,Indie,Sports",nidhogg
"Warhammer® 40,000: Dawn of War® - Dark Crusade","Strategy,Warhammer 40K,RTS,Sci-fi,Base Building,Multiplayer,Singleplayer,Games Workshop,Classic,Real-Time,Masterpiece,War,Action,Tactical,Atmospheric,Gore,Co-op,Fantasy,Space,Adventure","Single-player,Multi-player,Steam Cloud",Strategy,warhammer40000dawnofwardarkcrusade
Dawn of Discovery™,"Strategy,City Builder,Simulation,RTS,Medieval,Trading,Singleplayer,Economy,Sandbox",Single-player,"Simulation,Strategy",dawnofdiscovery
STAR WARS™ Jedi Knight II - Jedi Outcast™,"Star Wars,Action,Classic,Sci-fi,FPS,Multiplayer,Third Person,Shooter,Singleplayer,Masterpiece,Story Rich,Adventure,Third-Person Shooter,Cult Classic,Great Soundtrack,First-Person,Swordplay,Space,Moddable,Atmospheric","Single-player,Online Multi-Player,Local Multi-Player,Partial Controller Support,Steam Cloud",Action,starwarsjediknightiijedioutcast
E.Y.E: Divine Cybermancy,"Cyberpunk,RPG,FPS,Action,Co-op,Indie,Hacking,Singleplayer,Sci-fi,Multiplayer,First-Person,Surreal,Atmospheric,Shooter,Online Co-Op,Action RPG,Story Rich,Masterpiece,Adventure,Stealth","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Stats,Steam Leaderboards","Action,Indie,RPG",eyedivinecybermancy
Zombie Army Trilogy,"Zombies,Co-op,Action,World War II,Multiplayer,Third-Person Shooter,Sniper,Horror,Gore,Survival,Shooter,Singleplayer,Post-apocalyptic,Survival Horror,Third Person,War,FPS,Open World,First-Person,Female Protagonist","Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",Action,zombiearmytrilogy
Sherlock Holmes: Crimes and Punishments,"Detective,Adventure,Mystery,Crime,Puzzle,Investigation,Atmospheric,Singleplayer,Story Rich,Point & Click,Historical,Third Person,Open World,Choices Matter,Action,Masterpiece,First-Person,Horror,Classic,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Adventure,sherlockholmescrimesandpunishments
Lucius,"Horror,Adventure,Nudity,Villain Protagonist,Gore,Indie,Puzzle,Singleplayer,Action,Third Person,Stealth,Dark,Psychological Horror,Mature,Atmospheric,Point & Click,Difficult,Violent,Story Rich,Funny","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie",lucius
Infested Planet,"Strategy,Action,Tower Defense,Indie,Singleplayer,RTS,Top-Down,Sci-fi,Aliens,Tactical,2D,Gore,Real-Time with Pause","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie,Strategy",infestedplanet
Mad Games Tycoon,"Management,Simulation,Strategy,Indie,Economy,Casual,Singleplayer,Building,Early Access","Single-player,Steam Achievements","Casual,Indie,Simulation,Strategy",madgamestycoon
Cave Story+,"Platformer,Metroidvania,Indie,Great Soundtrack,Action,Pixel Graphics,Adventure,2D,Retro,Singleplayer,Masterpiece,Classic,Exploration,Replay Value,Difficult,Story Rich,Shooter,Remake,Cute,Sci-fi","Single-player,Steam Achievements,Partial Controller Support","Action,Adventure,Indie",cavestory
Dino D-Day,"Dinosaurs,Multiplayer,Action,World War II,FPS,Indie,Shooter,First-Person,War,Comedy,Funny,Third Person,Alternate History,Co-op,Survival,Historical,PvP,Third-Person Shooter,Open World,Gore","Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Valve Anti-Cheat enabled,Stats","Action,Indie",dinodday
Half-Life: Blue Shift,"FPS,Action,Sci-fi,Singleplayer,Shooter,Aliens,First-Person,Classic,Adventure,Zombies,1990's,Short,Atmospheric,Silent Protagonist,Story Rich,Masterpiece,Puzzle,Great Soundtrack,Moddable,Free to Play",Single-player,Action,halflifeblueshift
CastleMiner Z,"Survival,Multiplayer,Zombies,Action,Sandbox,Adventure,Open World,Indie,Crafting,Co-op,FPS,Shooter,Dragons,Walking Simulator,First-Person,Online Co-Op,Survival Horror,PvP,Horror,Voxel","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements","Action,Adventure,Indie",castleminerz
Amnesia™: Memories,"Otome,Visual Novel,Female Protagonist,Romance,Anime,Dating Sim,Singleplayer,Adventure,Multiple Endings,Mystery,Story Rich,Psychological Horror,Choices Matter,Horror,Comedy","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Adventure,amnesiamemories
Dig or Die,"Survival,Sandbox,Crafting,2D,Open World,Indie,Strategy,Action,Building,Tower Defense,Multiplayer,Physics,Early Access,Pixel Graphics,Singleplayer,Base Building,RPG,Co-op,Adventure,Platformer","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud","Action,Indie,RPG,Strategy",digordie
To the Moon,"Story Rich,Great Soundtrack,Indie,Emotional,Adventure,RPGMaker,Singleplayer,Interactive Fiction,Pixel Graphics,Masterpiece,RPG,Romance,Short,2D,Funny,Psychological,Retro,Linear,Cute,Casual","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG",tothemoon
Surgeon Simulator,"Simulation,Comedy,Indie,Difficult,Funny,Intentionally Awkward Controls,Singleplayer,Gore,Physics,Blood,First-Person,Action,Casual,Dark Humor,VR,Aliens,Great Soundtrack,Puzzle,Realistic,Memes","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Action,Indie,Simulation",surgeonsimulator
TrackMania² Stadium,"Racing,Multiplayer,Level Editor,Time Attack,Sports,Arcade,Singleplayer,Local Multiplayer,e-sports,Fast-Paced,Sandbox,Competitive,Split Screen,Action,Simulation,Driving","Single-player,Multi-player,Steam Workshop,Partial Controller Support,Includes level editor","Racing,Sports",trackmaniastadium
Bastion,"Great Soundtrack,Indie,Action,Narration,Singleplayer,RPG,Hack and Slash,Story Rich,Dynamic Narration,Isometric,Adventure,Action RPG,Masterpiece,Fantasy,Atmospheric,Colorful,Post-apocalyptic,Music,2D,Twin Stick Shooter","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie,RPG",bastion
Deus Ex: Game of the Year Edition,"Cyberpunk,RPG,Stealth,Masterpiece,Classic,FPS,Sci-fi,Cult Classic,Action,Singleplayer,Dystopian,Inventory Management,Story Rich,Great Soundtrack,Immersive Sim,First-Person,Moddable,Atmospheric,Conspiracy,Action RPG","Single-player,Multi-player",Action,deusexgameoftheyearedition
LEGO® Worlds,"LEGO,Open World,Building,Sandbox,Adventure,Multiplayer,Exploration,Family Friendly,Singleplayer,Third Person,Funny,Early Access,Destruction,Action,Co-op,Simulation,Comedy,Casual,Walking Simulator,Voxel","Single-player,Online Multi-Player,Online Co-op,Shared/Split Screen,Steam Achievements,Full controller support",Adventure,legoworlds
Her Story,"Detective,FMV,Indie,Story Rich,Female Protagonist,Mystery,Realistic,Singleplayer,Adventure,Puzzle,Simulation,Crime,Experimental,Casual,Horror,Visual Novel,Psychological Horror,Short,Point & Click,Emotional","Single-player,Steam Achievements,Steam Trading Cards","Adventure,Indie,Simulation",herstory
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,"Fighting,Arcade,2D Fighter,Action,Classic,2D,Anime,Pixel Graphics,Great Soundtrack,Retro,Multiplayer","Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards",Action,thekingoffighters98ultimatematchfinaledition
Long Live The Queen,"Visual Novel,Anime,Female Protagonist,Simulation,Indie,Difficult,Strategy,Singleplayer,Fantasy,RPG,Cute,Medieval,Multiple Endings,Choose Your Own Adventure,Politics,Story Rich,Choices Matter,Character Customization,2D,Casual","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Indie,RPG,Simulation,Strategy",longlivethequeen
Overlord™,"RPG,Villain Protagonist,Third Person,Comedy,Fantasy,Action,Funny,Adventure,Singleplayer,Dark Humor,Action-Adventure,Strategy,Atmospheric,Action RPG,Masterpiece,Puzzle,RTS,Open World,Hack and Slash,Story Rich","Single-player,Partial Controller Support",RPG,overlord
System Shock 2,"Cyberpunk,RPG,Sci-fi,Horror,Classic,FPS,Survival Horror,Action,Masterpiece,Cult Classic,Space,First-Person,Story Rich,Atmospheric,Immersive Sim,Great Soundtrack,Singleplayer,Co-op,Inventory Management,Shooter","Single-player,Co-op,Steam Trading Cards","Action,RPG",systemshock2
STAR WARS™: The Force Unleashed™ II,"Action,Star Wars,Sci-fi,Singleplayer,Third Person,Hack and Slash,Adventure,Short,Controller,Fantasy,Story Rich,Masterpiece,RPG","Single-player,Partial Controller Support,Steam Cloud",Action,starwarstheforceunleashedii
Game of Thrones,"RPG,Fantasy,Action,Third Person,Story Rich,Medieval,Choices Matter,Singleplayer,Adventure,Based On A Novel,Character Customization,Open World,Controller,Multiple Endings,Action RPG,Nudity,Masterpiece,Dark Fantasy","Single-player,Steam Achievements,Full controller support","Action,RPG",gameofthrones
Recettear: An Item Shop's Tale,"Capitalism,Anime,RPG,Dungeon Crawler,JRPG,Indie,Singleplayer,Cute,Simulation,Female Protagonist,Comedy,Action RPG,Management,Strategy,Fantasy,Action,Adventure,2D,Hack and Slash,Visual Novel","Single-player,Partial Controller Support","RPG,Indie",recettearanitemshopstale
LEGO® Marvel™ Super Heroes,"LEGO,Open World,Superhero,Adventure,Local Co-Op,Action,Family Friendly,Comedy,Funny,Comic Book,Singleplayer,Co-op,Third Person,Split Screen,Local Multiplayer,Multiplayer,Casual,Puzzle,Sandbox,Platformer","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure",legomarvelsuperheroes
Ultra Street Fighter® IV,"Fighting,Arcade,Competitive,2D Fighter,Local Multiplayer,Action,Multiplayer,Controller,e-sports,Difficult,Classic,Anime,Great Soundtrack,Singleplayer,2.5D,2D,Beat 'em up,Local Co-Op,Adventure,3D Vision","Single-player,Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",Action,ultrastreetfighteriv
Tom Clancy's Splinter Cell Chaos Theory®,"Stealth,Action,Third Person,Masterpiece,Classic,Co-op,Great Soundtrack,Atmospheric,Singleplayer,Tactical,Multiplayer,Shooter,Story Rich,Third-Person Shooter,Adventure,Controller,Strategy",Single-player,Action,tomclancyssplintercellchaostheory
Burnout Paradise: The Ultimate Box,"Racing,Open World,Multiplayer,Destruction,Great Soundtrack,Driving,Singleplayer,Arcade,Exploration,Sandbox,Action,Masterpiece,Co-op,Controller,Fast-Paced,Sports,3D Vision,Third Person,Online Co-Op,Funny","Single-player,Multi-player",Racing,burnoutparadisetheultimatebox
DEFCON,"Strategy,Indie,Wargame,Multiplayer,Cold War,Real-Time with Pause,RTS,Simulation,Atmospheric,War,Diplomacy,2D,Tactical,Singleplayer,Great Soundtrack,Addictive,Psychological Horror,Dark,Horror","Single-player,Multi-player","Indie,Strategy",defcon
S.T.A.L.K.E.R.: Call of Pripyat,"Atmospheric,Open World,Post-apocalyptic,FPS,Survival,Action,Singleplayer,RPG,Shooter,Survival Horror,First-Person,Moddable,Masterpiece,Horror,Zombies,Classic,Adventure,Sci-fi,Multiplayer,Sandbox","Single-player,Multi-player","Action,RPG",stalkercallofpripyat
